REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PHARMACEUTICAL,Pharmaceutical,TIME_PERIOD,OBS_VALUE
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2015,37.7
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2016,40.1
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2017,42
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2018,43.9
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2019,46.8
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2020,52.1
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2021,54.2
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2022,55
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2023,54.4
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2013,1.9
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2014,1.9
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2015,1.9
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2016,2.2
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2017,2.4
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2018,2.7
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2019,2.9
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2020,3.2
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2021,3.6
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2022,3.7
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C02,Antihypertensives,2023,3.8
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2013,84.8
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2014,82.8
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2015,82.2
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2016,80.2
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2017,77.5
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2018,73.6
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2019,73.5
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2020,74.6
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2021,74.3
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2022,73.5
ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2023,78.4
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2013,87.5
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2014,92.1
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2015,95.1
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2016,99.5
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2017,103.8
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2018,109.3
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2019,123.7
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2020,131
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2021,138.8
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2022,148.9
PRT,Portugal,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2023,154.4
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2013,5.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2014,6
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2015,6.6
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2016,7.4
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2017,8.3
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2018,8.7
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2019,8.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2020,9
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2021,9.6
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2022,10.3
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2013,16.9
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2014,13.4
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2015,14.9
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2016,16.3
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2017,17.1
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2018,18.5
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2019,19.6
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2020,19.8
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2021,21.9
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2022,22.9
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2023,23.5
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2013,7.4
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2014,7.5
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2015,7.5
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2016,7.8
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2017,8
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2018,8.4
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2019,9.1
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2020,8.3
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2021,9.1
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",G03,Sex hormones and modulators of the genital system,2022,9.5
ROU,Romania,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2022,30.2
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2013,26.3
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2014,26.1
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2015,25.7
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2016,25.2
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2017,25.2
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2018,24.9
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2019,24.6
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2020,25.4
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2021,25.2
AUS,Australia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2022,24.8
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2013,31.7
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2014,32.7
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2015,35.7
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2016,40.5
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2017,45.7
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2018,50.5
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2019,58
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2020,62.5
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2021,64.7
FIN,Finland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2022,68.5
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2013,5
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2014,5.8
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2015,6.7
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2016,7.3
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2017,7.7
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2018,8
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2019,7.5
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2020,7.8
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2021,9.4
CHL,Chile,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",R03,Drugs for obstructive airway diseases,2022,10.2
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2013,0.8
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2014,0.7
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2015,0.7
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2016,0.7
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2017,0.7
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2018,0.8
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2019,0.8
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2020,0.9
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2021,1
KOR,Korea,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C02,Antihypertensives,2022,1.1
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2013,5.1
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2014,6
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2015,5.7
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2016,5.6
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2017,5.4
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2018,4.4
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2019,4.6
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2020,4.4
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2021,4.9
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2022,5.5
LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,G03,Sex hormones and modulators of the genital system,2023,6
ROU,Romania,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2022,5
